asset_id,created_at,episode_id,scene_id,purpose,provider,operation,model_version,session_id,ratio,resolution_type,generate_num,prompt_file,prompt_sha256,source_images,submit_id,status,credit_count,counts_toward_allowance,authorization_mode,allowance_limit,allowance_submission_number,local_path,output_sha256,width,height,conceptual_only,ai_label_present,review_decision,task_record,notes
dreamina-4508187f-01,2026-08-14T06:02:54+00:00,clinical-edc-companion,windows-lite-icon,Windows Lite application icon,Dreamina CLI,text2image,5.0,,1:1,2k,1,packaging/assets/prompts/clinical-report-extractor-lite-icon.txt,2210CBBCA0F5F2C7E8604C30EF1F485B083365E1C6F33554E28798B811F15CB7,,4508187f-4dca-4b86-a13f-1b777e27460f,success,3,true,default_four_submission_allowance,4,1,packaging/assets/generated/dreamina-icon/4508187f-4dca-4b86-a13f-1b777e27460f_image_1.png,B30C2F8DD3C70882110D5AA12F1F31335BD9C182FCB5020EC8768DB503F4A4AD,2048,2048,true,true,accept_as_concept_reference,packaging/assets/generated/dreamina-icon/dreamina-tasks/4508187f-4dca-4b86-a13f-1b777e27460f.json,Provider AI label preserved in the source; delivery icon is a simplified vector derivative for small-size legibility.
